text,label,FC,CC,TU,CP,R,DU,EE,FR
"Q: How are linked lists passed as arguments to a function?
A: Passing the head pointer of a linked list to a function gives that function access to all nodes of that linked list",4,2,0,2,2,1,2,0,1
"Q: What is the experimental approach for measuring the running time of an algorithm?
A: Big O(h) notation",2,0,0,0,0,0,0,0,1
"Q: What is a pointer?
A: It is a variable that contains not only a *value but has a memory address associated with it, and can be moved along a string or an array by jumping up one memory address.",4,0,0,0,0,2,0,2,2
"Q: How can you implement a stack with an array?
A: Make an array, make the bottom at spot 0, make the last spot in the array the top, and increment top when you ad",4,1,2,1,2,1,2,0,1
"Q: In one sentence, what is the main idea implemented by insertion sort?
A: Insertion sort is an algorithm where the first element of the array is in the sorted list, all the other pick one by one and taken from the unsorted array, to the sorted array.",4,2,2,1,2,1,2,0,2
"Q: How are arrays passed to functions?
A: By reference.",5,1,1,1,1,1,1,0,1
"Q: What does a function signature include?
A: The portion of the function prototyp tha has the function name and the arguments but NOT the return type.",5,1,1,2,2,1,1,0,1
"Q: What is the experimental approach for measuring the running time of an algorithm?
A: Using some sort of counting principle of the number of operations performed in an algorithm.",4,0,0,0,0,0,0,0,1
"Q: What is the main advantage associated with function arguments that are passed by reference?
A: It elimitates the need to copy large amonts of data",5,1,1,2,2,1,1,0,1
"Q: What is the number of operations for insertion sort under a best-case scenario, and what is the best-case scenario?
A: n operations  The best case scenario is when all the numbers are in increasing order.",5,1,1,1,1,1,1,0,1
"Q: How many steps does it take to search a node in a binary search tree?
A: 2n-1",2,0,0,0,0,0,0,0,1
"Q: What is the difference between a constructor and a function?
A: A constructor initializes an object. A function is part of an object.",2,2,0,1,2,2,0,0,1
"Q: What is a pointer?
A: a variable that stores the address of a memory location",5,1,1,1,1,1,1,0,1
"Q: What is a queue?
A: a queue is a data structure that stores elements in a First in First out order.",5,1,1,1,1,1,1,0,1
"Q: When does C++ create a default constructor?
A: during compilation",4,0,0,2,2,2,0,0,1
"Q: What are the two main functions defined by a queue?
A: enqueue and dequeue",5,1,1,1,1,1,1,0,1
"Q: What is the scope of global variables?
A: A global variable is an identifier that retains it's value throughout the execution of the program. It has file scope.",5,1,1,1,1,2,1,2,2
"Q: In one sentence, what is the main idea implemented by insertion sort?
A: It starts with the second element and checks it to see if it is less than the element(s) to the left of it and if it is it inserts it into its corrected position.",5,1,2,1,2,1,1,0,2
"Q: What are the two main functions defined by a queue?
A: Enqueue and Dequeue",5,1,1,1,1,1,1,1,1
"Q: When does C++ create a default constructor?
A: Before the main function of the code.",1,0,0,0,0,0,0,0,1
"Q: Briefly, how does selection sort work?
A: Compare the largest element to the front element and swap data according to value if needed.",4,0,0,0,0,2,0,0,1
"Q: How many constructors can be created for a class?
A: In C++, the constructor can be overloaded in that there can be more than one constructor for a class, each having different parameters.",5,2,0,1,2,1,2,2,1
"Q: What is the alternative way to solve a problem that could be solved through recursive functions?
A: The alternative method is to use loops in the program instead of a function which calls itself.",4,1,1,2,1,1,1,2,1
"Q: How are arrays passed to functions?
A: Arrays are passed by reference.",5,1,1,1,1,1,1,0,1
"Q: What are the access-specifiers that can be used in a C++ class definition?
A: The access specifiers are public and private.",5,1,1,1,1,1,1,0,1
"Q: In one sentence, what is the main idea implemented by insertion sort?
A: The main idea behind insertion sort is to take a random variable from the right and insert it in order to the left.",4,0,0,0,0,1,0,0,1
"Q: How can you implement a queue with a list?
A: remove the first element and reference the second element as the new head of the list.",4,2,0,2,2,1,0,0,1
"Q: What are the main advantages associated with object-oriented programming?
A: They make it easier to reuse and adapt previously written code and they separate complex programs into smaller, easier to understand classes.",4,1,2,2,1,1,2,2,1
"Q: What are the two main functions defined by a queue?
A: Enqueue and Dequeue",5,1,1,1,1,1,1,1,1
"Q: How does the compiler handle inline functions?
A: Inline functions are copied in place, instead of being referenced.",5,1,1,1,1,1,1,2,1
"Q: When does C++ create a default constructor?
A: When no constructor exists when one is needed, a parameterless default constructor is declared.",5,1,0,1,2,1,2,0,2
"Q: What is the main difference between a while and a do...while statement?
A: A do-while passes atleast 1 time before checking the condition, however, a while would fail to enter the loop if the condition fails in its first place.",5,1,1,1,1,1,1,0,1
"Q: How can you implement a stack with a list?
A: This is the implementation of the stack using single linked list.   The operations performed on a stack are    1)push(): This is the function which is for insertion(pushing)of an element into stack                      It is similar to the insertion of an element at the end of a single linked list                   see  the function insert_end() in the program for operations of single linked list    2)pop(): This is the function which is for deletion(popping up) of an element from the stack             It is similar to the deletion of an element at the end of a single linked list       see  the function delete_end() in the program for operations of single linked list    3)stack_display():This is the function which is for displaying the elements of a stack",4,0,0,2,2,1,0,0,0
"Q: What does the sizeof operator return?
A: it returns the size in bytes of a certain variable type",4,2,2,1,2,1,2,0,1
"Q: Briefly, how does selection sort work?
A: pick a number, and set all values less than that number to the left, while all numbers on the right of that number is larger.",3,0,0,0,0,0,0,0,1
"Q: What is a function pointer?
A: it contains the address of the function in memory",5,1,1,1,1,1,1,0,1
"Q: What is the main advantage of arrays over linked lists?
A: Any entitiy in an array may accessed immediately, whereas a linked list must be traversed one item at a time because each object only points adjacent objects",5,1,1,2,2,1,1,2,1
"Q: What is the main difference between strings declared using the type string versus strings declared using an array of characters?
A: Char array - Individual letters can be accessed directly with array subscript notation.  String array - array subscript will return the entire string.",2,0,0,2,0,0,0,0,2
"Q: What is a tree?
A: A tree is a finite set of one or more nodes such that: there is a specially designated node called the root.",4,2,0,1,1,1,0,0,1
"Q: How can you implement a queue with a list?
A: Check if list is empty and add elements to the list.",2,0,0,0,0,2,0,0,1
"Q: What is the difference between a data member and a local variable inside a member function?
A: A data member exists permanently in that program's memory as long as it's run.  A local variable inside a member function is temporal and only used to operate in the function and exists as long as the function is run.",4,2,0,2,2,1,0,0,1
